city,city_ibge_code,date,estimated_population_2019,is_repeated,is_last,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,place_type,state,new_confirmed,new_deaths
Goiânia,5208707,2020-03-18,1516113,False,False,5,0.32979,2020-03-18,,0,city,GO,0,0
Jataí,5211909,2020-03-18,100882,False,False,1,0.99126,2020-03-18,,0,city,GO,1,0
Rio Verde,5218805,2020-03-18,235647,False,False,3,1.27309,2020-03-18,,0,city,GO,0,0
Belo Horizonte,3106200,2020-03-18,2512070,False,False,10,0.39808,2020-03-18,,0,city,MG,5,0
Coronel Fabriciano,3119401,2020-03-18,109855,False,False,1,0.91029,2020-03-18,,0,city,MG,0,0
Divinópolis,3122306,2020-03-18,238230,False,False,1,0.41976,2020-03-18,,0,city,MG,0,0
Ipatinga,3131307,2020-03-18,263410,False,False,1,0.37964,2020-03-18,,0,city,MG,0,0
Juiz de Fora,3136702,2020-03-18,568873,False,False,2,0.35157,2020-03-18,,0,city,MG,0,0
Nova Lima,3144805,2020-03-18,94889,False,False,1,1.05386,2020-03-18,,0,city,MG,0,0
Patrocínio,3148103,2020-03-18,90757,False,False,1,1.10184,2020-03-18,,0,city,MG,0,0
Sete Lagoas,3167202,2020-03-18,239639,False,False,1,0.41729,2020-03-18,,0,city,MG,0,0
Uberlândia,3170206,2020-03-18,691305,False,False,1,0.14465,2020-03-18,,0,city,MG,0,0
Campo Grande,5002704,2020-03-18,895982,False,False,7,0.78127,2020-03-18,,0,city,MS,1,0
Belém,1501402,2020-03-18,1492745,False,False,1,0.06699,2020-03-18,,0,city,PA,1,0
João Pessoa,2507507,2020-03-18,809015,False,False,1,0.12361,2020-03-18,,0,city,PB,1,0
Belo Jardim,2601706,2020-03-18,76439,False,False,1,1.30823,2020-03-18,,,city,PE,0,0
Importados/Indefinidos,,2020-03-18,,False,False,3,,2020-03-18,,,city,PE,1,0
Jaboatão dos Guararapes,2607901,2020-03-18,702298,False,False,1,0.14239,2020-03-18,,,city,PE,-1,0
Recife,2611606,2020-03-18,1645727,False,False,14,0.85069,2020-03-18,,,city,PE,1,0
Campo Largo,4104204,2020-03-18,132002,False,False,1,0.75756,2020-03-18,,0,city,PR,0,0
Cianorte,4105508,2020-03-18,82620,False,False,2,2.42072,2020-03-18,,0,city,PR,0,0
Curitiba,4106902,2020-03-18,1933105,False,False,8,0.41384,2020-03-18,,0,city,PR,1,0
Foz do Iguaçu,4108304,2020-03-18,258532,False,False,1,0.3868,2020-03-18,,0,city,PR,1,0
Londrina,4113700,2020-03-18,569733,False,False,1,0.17552,2020-03-18,,0,city,PR,0,0
Maringá,4115200,2020-03-18,423666,False,False,1,0.23603,2020-03-18,,0,city,PR,1,0
Pinhais,4119152,2020-03-18,132157,True,False,1,0.75668,2020-03-17,,0,city,PR,0,0
Barra Mansa,3300407,2020-03-18,184412,False,False,1,0.54226,2020-03-18,,0,city,RJ,0,0
Guapimirim,3301850,2020-03-18,60517,False,False,1,1.65243,2020-03-18,,0,city,RJ,1,0
Niterói,3303302,2020-03-18,513584,False,False,6,1.16826,2020-03-18,,0,city,RJ,5,0
Rio de Janeiro,3304557,2020-03-18,6718903,False,False,55,0.81859,2020-03-18,,0,city,RJ,32,0
Natal,2408102,2020-03-18,884122,False,False,1,0.11311,2020-03-18,,0,city,RN,0,0
Campo Bom,4303905,2020-03-18,66712,False,False,1,1.49898,2020-03-18,,0,city,RS,0,0
Caxias do Sul,4305108,2020-03-18,510906,False,False,2,0.39146,2020-03-18,,0,city,RS,1,0
Porto Alegre,4314902,2020-03-18,1483771,False,False,15,1.01094,2020-03-18,,0,city,RS,9,0
Sapiranga,4319901,2020-03-18,81734,False,False,1,1.22348,2020-03-18,,0,city,RS,1,0
Balneário Camboriú,4202008,2020-03-18,142295,False,False,2,1.40553,2020-03-18,,0,city,SC,2,0
Braço do Norte,4202800,2020-03-18,33450,False,False,2,5.97907,2020-03-18,,0,city,SC,1,0
Florianópolis,4205407,2020-03-18,500973,False,False,5,0.99806,2020-03-18,,0,city,SC,2,0
Joinville,4209102,2020-03-18,590466,False,False,1,0.16936,2020-03-18,,0,city,SC,0,0
Rancho Queimado,4214300,2020-03-18,2878,False,False,2,69.4927,2020-03-18,,0,city,SC,0,0
Tubarão,4218707,2020-03-18,105686,False,False,2,1.8924,2020-03-18,,0,city,SC,2,0
Aracaju,2800308,2020-03-18,657013,False,False,5,0.76102,2020-03-18,,,city,SE,0,0
Propriá,2805703,2020-03-18,29626,False,False,1,3.37541,2020-03-18,,0,city,SE,1,0
Barueri,3505708,2020-03-18,274182,False,False,1,0.36472,2020-03-18,,,city,SP,1,0
Campinas,3509502,2020-03-18,1204073,False,False,1,0.08305,2020-03-18,,,city,SP,1,0
Carapicuíba,3510609,2020-03-18,400927,True,False,1,0.24942,2020-03-17,,,city,SP,0,0
Cotia,3513009,2020-03-18,249210,False,False,1,0.40127,2020-03-18,,,city,SP,1,0
Ferraz de Vasconcelos,3515707,2020-03-18,194276,False,False,1,0.51473,2020-03-18,,,city,SP,0,0
Guarulhos,3518800,2020-03-18,1379182,False,False,1,0.07251,2020-03-18,,,city,SP,0,0
Jaguariúna,3524709,2020-03-18,57488,False,False,1,1.73949,2020-03-18,,,city,SP,1,0
Mauá,3529401,2020-03-18,472912,False,False,1,0.21146,2020-03-18,,,city,SP,0,0
Osasco,3534401,2020-03-18,698418,False,False,1,0.14318,2020-03-18,,,city,SP,1,0
Santana de Parnaíba,3547304,2020-03-18,139447,False,False,1,0.71712,2020-03-18,,,city,SP,0,0
Santo André,3547809,2020-03-18,718773,False,False,6,0.83476,2020-03-18,,,city,SP,5,0
São Bernardo do Campo,3548708,2020-03-18,838936,False,False,3,0.3576,2020-03-18,,,city,SP,2,0
São Caetano do Sul,3548807,2020-03-18,161127,False,False,6,3.72377,2020-03-18,,,city,SP,5,0
São José do Rio Preto,3549805,2020-03-18,460671,False,False,1,0.21707,2020-03-18,,,city,SP,1,0
São José dos Campos,3549904,2020-03-18,721944,False,False,1,0.13851,2020-03-18,,,city,SP,1,0
São Paulo,3550308,2020-03-18,12252023,False,False,214,1.74665,2020-03-18,,,city,SP,58,-1
Palmas,1721000,2020-03-18,299127,False,False,1,0.33431,2020-03-18,,,city,TO,1,0
Rio Branco,1200401,2020-03-19,407319,False,False,4,0.98203,2020-03-19,,0,city,AC,1,0
Maceió,2704302,2020-03-19,1018948,False,False,4,0.39256,2020-03-19,,0,city,AL,3,0
Importados/Indefinidos,,2020-03-19,,False,False,3,,2020-03-19,,,city,AM,1,0
Feira de Santana,2910800,2020-03-19,614872,False,False,5,0.81318,2020-03-19,,0,city,BA,0,0
Itabuna,2914802,2020-03-19,213223,False,False,1,0.46899,2020-03-19,,0,city,BA,1,0
Lauro de Freitas,2919207,2020-03-19,198440,False,False,2,1.00786,2020-03-19,,0,city,BA,2,0
Porto Seguro,2925303,2020-03-19,148686,False,False,4,2.69023,2020-03-19,,0,city,BA,0,0
Prado,2925501,2020-03-19,28174,False,False,1,3.54937,2020-03-19,,0,city,BA,0,0
Salvador,2927408,2020-03-19,2872347,False,False,18,0.62667,2020-03-19,,0,city,BA,1,0
Aquiraz,2301000,2020-03-19,80271,True,False,1,1.24578,2020-03-18,,0,city,CE,0,0
Fortaleza,2304400,2020-03-19,2669342,True,False,17,0.63686,2020-03-18,,0,city,CE,0,0
Importados/Indefinidos,,2020-03-19,,False,False,1,,2020-03-19,,0,city,CE,1,0
Sobral,2312908,2020-03-19,208935,True,False,1,0.47862,2020-03-18,,0,city,CE,0,0
Brasília,5300108,2020-03-19,3015268,False,False,42,1.39291,2020-03-19,,0,city,DF,8,0
Linhares,3203205,2020-03-19,173555,False,False,1,0.57619,2020-03-19,,,city,ES,1,0
Vila Velha,3205200,2020-03-19,493838,False,False,7,1.41747,2020-03-19,,,city,ES,7,0
Vitória,3205309,2020-03-19,362097,False,False,5,1.38085,2020-03-19,,,city,ES,5,0
Anápolis,5201108,2020-03-19,386923,False,False,2,0.5169,2020-03-19,,0,city,GO,0,0
Aparecida de Goiânia,5201405,2020-03-19,578179,False,False,1,0.17296,2020-03-19,,0,city,GO,0,0
Goiânia,5208707,2020-03-19,1516113,False,False,7,0.46171,2020-03-19,,0,city,GO,2,0
Importados/Indefinidos,,2020-03-19,,False,False,1,,2020-03-19,,0,city,GO,1,0
Jataí,5211909,2020-03-19,100882,False,False,1,0.99126,2020-03-19,,0,city,GO,0,0
Rio Verde,5218805,2020-03-19,235647,False,False,3,1.27309,2020-03-19,,0,city,GO,0,0
Belo Horizonte,3106200,2020-03-19,2512070,False,False,18,0.71654,2020-03-19,,0,city,MG,8,0
Coronel Fabriciano,3119401,2020-03-19,109855,False,False,1,0.91029,2020-03-19,,0,city,MG,0,0
Divinópolis,3122306,2020-03-19,238230,False,False,1,0.41976,2020-03-19,,0,city,MG,0,0
Ipatinga,3131307,2020-03-19,263410,False,False,1,0.37964,2020-03-19,,0,city,MG,0,0
Juiz de Fora,3136702,2020-03-19,568873,False,False,2,0.35157,2020-03-19,,0,city,MG,0,0
Nova Lima,3144805,2020-03-19,94889,False,False,2,2.10773,2020-03-19,,0,city,MG,1,0
Patrocínio,3148103,2020-03-19,90757,False,False,1,1.10184,2020-03-19,,0,city,MG,0,0
Sete Lagoas,3167202,2020-03-19,239639,False,False,1,0.41729,2020-03-19,,0,city,MG,0,0
Uberlândia,3170206,2020-03-19,691305,False,False,2,0.28931,2020-03-19,,0,city,MG,1,0
Campo Grande,5002704,2020-03-19,895982,False,False,8,0.89288,2020-03-19,,0,city,MS,1,0
Sidrolândia,5007901,2020-03-19,57665,False,False,1,1.73415,2020-03-19,,0,city,MS,1,0
Belém,1501402,2020-03-19,1492745,False,False,1,0.06699,2020-03-19,,0,city,PA,0,0
João Pessoa,2507507,2020-03-19,809015,False,False,1,0.12361,2020-03-19,,0,city,PB,0,0
Belo Jardim,2601706,2020-03-19,76439,True,False,1,1.30823,2020-03-18,,,city,PE,0,0
Importados/Indefinidos,,2020-03-19,,True,False,3,,2020-03-18,,,city,PE,0,0
Jaboatão dos Guararapes,2607901,2020-03-19,702298,True,False,1,0.14239,2020-03-18,,,city,PE,0,0
Recife,2611606,2020-03-19,1645727,True,False,14,0.85069,2020-03-18,,,city,PE,0,0
Teresina,2211001,2020-03-19,864845,False,False,3,0.34688,2020-03-19,,,city,PI,3,0
Campo Largo,4104204,2020-03-19,132002,False,False,1,0.75756,2020-03-19,,0,city,PR,0,0
Cianorte,4105508,2020-03-19,82620,False,False,2,2.42072,2020-03-19,,0,city,PR,0,0
Curitiba,4106902,2020-03-19,1933105,False,False,17,0.87941,2020-03-19,,0,city,PR,9,0
Foz do Iguaçu,4108304,2020-03-19,258532,False,False,1,0.3868,2020-03-19,,0,city,PR,0,0
Londrina,4113700,2020-03-19,569733,False,False,1,0.17552,2020-03-19,,0,city,PR,0,0
Maringá,4115200,2020-03-19,423666,False,False,1,0.23603,2020-03-19,,0,city,PR,0,0
Pinhais,4119152,2020-03-19,132157,True,False,1,0.75668,2020-03-17,,0,city,PR,0,0
Barra Mansa,3300407,2020-03-19,184412,False,False,1,0.54226,2020-03-19,,0,city,RJ,0,0
Guapimirim,3301850,2020-03-19,60517,False,False,1,1.65243,2020-03-19,,0,city,RJ,0,0
Miguel Pereira,3302908,2020-03-19,25538,False,False,1,3.91573,2020-03-19,1.0,1,city,RJ,1,1
Niterói,3303302,2020-03-19,513584,False,False,7,1.36297,2020-03-19,0.1429,1,city,RJ,1,1
Rio de Janeiro,3304557,2020-03-19,6718903,False,False,56,0.83347,2020-03-19,,0,city,RJ,1,0
Natal,2408102,2020-03-19,884122,True,False,1,0.11311,2020-03-18,,0,city,RN,0,0
Alvorada,4300604,2020-03-19,210305,False,False,1,0.4755,2020-03-19,,0,city,RS,1,0
Bagé,4301602,2020-03-19,121143,False,False,2,1.65094,2020-03-19,,0,city,RS,2,0
Campo Bom,4303905,2020-03-19,66712,False,False,2,2.99796,2020-03-19,,0,city,RS,1,0
Caxias do Sul,4305108,2020-03-19,510906,False,False,2,0.39146,2020-03-19,,0,city,RS,0,0
Erechim,4307005,2020-03-19,105862,False,False,1,0.94463,2020-03-19,,0,city,RS,1,0
Farroupilha,4307906,2020-03-19,72331,False,False,1,1.38253,2020-03-19,,0,city,RS,1,0
Porto Alegre,4314902,2020-03-19,1483771,False,False,20,1.34792,2020-03-19,,0,city,RS,5,0
Sapiranga,4319901,2020-03-19,81734,False,False,1,1.22348,2020-03-19,,0,city,RS,0,0
Taquara,4321204,2020-03-19,57466,False,False,1,1.74016,2020-03-19,,0,city,RS,1,0
Balneário Camboriú,4202008,2020-03-19,142295,False,False,4,2.81106,2020-03-19,,0,city,SC,2,0
Braço do Norte,4202800,2020-03-19,33450,False,False,4,11.95815,2020-03-19,,0,city,SC,2,0
Florianópolis,4205407,2020-03-19,500973,False,False,6,1.19767,2020-03-19,,0,city,SC,1,0
Joinville,4209102,2020-03-19,590466,False,False,2,0.33872,2020-03-19,,0,city,SC,1,0
Rancho Queimado,4214300,2020-03-19,2878,False,False,2,69.4927,2020-03-19,,0,city,SC,0,0
São José,4216602,2020-03-19,246586,False,False,1,0.40554,2020-03-19,,0,city,SC,1,0
Tubarão,4218707,2020-03-19,105686,False,False,2,1.8924,2020-03-19,,0,city,SC,0,0
Aracaju,2800308,2020-03-19,657013,True,False,5,0.76102,2020-03-18,,,city,SE,0,0
Propriá,2805703,2020-03-19,29626,True,False,1,3.37541,2020-03-18,,0,city,SE,0,0
Barueri,3505708,2020-03-19,274182,False,False,1,0.36472,2020-03-19,,,city,SP,0,0
Campinas,3509502,2020-03-19,1204073,False,False,1,0.08305,2020-03-19,,,city,SP,0,0
Carapicuíba,3510609,2020-03-19,400927,False,False,2,0.49884,2020-03-19,,,city,SP,1,0
Cotia,3513009,2020-03-19,249210,False,False,2,0.80254,2020-03-19,,,city,SP,1,0
Ferraz de Vasconcelos,3515707,2020-03-19,194276,False,False,1,0.51473,2020-03-19,,,city,SP,0,0
Guarulhos,3518800,2020-03-19,1379182,False,False,1,0.07251,2020-03-19,,,city,SP,0,0
Importados/Indefinidos,,2020-03-19,,False,False,4,,2020-03-19,,0,city,SP,4,0
Jaguariúna,3524709,2020-03-19,57488,False,False,1,1.73949,2020-03-19,,,city,SP,0,0
Mauá,3529401,2020-03-19,472912,False,False,1,0.21146,2020-03-19,,,city,SP,0,0
Osasco,3534401,2020-03-19,698418,True,False,1,0.14318,2020-03-18,,,city,SP,0,0
Santana de Parnaíba,3547304,2020-03-19,139447,False,False,1,0.71712,2020-03-19,,,city,SP,0,0
Santo André,3547809,2020-03-19,718773,False,False,2,0.27825,2020-03-19,,,city,SP,-4,0
Suzano,3552502,2020-03-19,297637,False,False,1,0.33598,2020-03-19,,,city,SP,1,0
São Bernardo do Campo,3548708,2020-03-19,838936,False,False,3,0.3576,2020-03-19,,,city,SP,0,0
São Caetano do Sul,3548807,2020-03-19,161127,False,False,1,0.62063,2020-03-19,,,city,SP,-5,0
São José do Rio Preto,3549805,2020-03-19,460671,False,False,1,0.21707,2020-03-19,,,city,SP,0,0
São José dos Campos,3549904,2020-03-19,721944,True,False,1,0.13851,2020-03-18,,,city,SP,0,0
São Paulo,3550308,2020-03-19,12252023,False,False,259,2.11394,2020-03-19,0.0193,5,city,SP,45,5
Taubaté,3554102,2020-03-19,314924,False,False,1,0.31754,2020-03-19,,,city,SP,1,0
Vargem Grande Paulista,3556453,2020-03-19,52597,False,False,1,1.90125,2020-03-19,,0,city,SP,1,0
Palmas,1721000,2020-03-19,299127,True,False,1,0.33431,2020-03-18,,,city,TO,0,0
Rio Branco,1200401,2020-03-20,407319,False,False,7,1.71855,2020-03-20,,0,city,AC,3,0
Maceió,2704302,2020-03-20,1018948,False,False,6,0.58884,2020-03-20,,0,city,AL,2,0
Importados/Indefinidos,,2020-03-20,,False,False,7,,2020-03-20,,,city,AM,4,0
Macapá,1600303,2020-03-20,503327,False,False,1,0.19868,2020-03-20,,0,city,AP,1,0
Camaçari,2905701,2020-03-20,299132,False,False,1,0.3343,2020-03-20,,0,city,BA,1,0
Feira de Santana,2910800,2020-03-20,614872,False,False,6,0.97581,2020-03-20,,0,city,BA,1,0
Itabuna,2914802,2020-03-20,213223,False,False,1,0.46899,2020-03-20,,0,city,BA,0,0
Lauro de Freitas,2919207,2020-03-20,198440,False,False,3,1.51179,2020-03-20,,0,city,BA,1,0
Porto Seguro,2925303,2020-03-20,148686,False,False,4,2.69023,2020-03-20,,0,city,BA,0,0
Prado,2925501,2020-03-20,28174,False,False,1,3.54937,2020-03-20,,0,city,BA,0,0
Salvador,2927408,2020-03-20,2872347,False,False,18,0.62667,2020-03-20,,0,city,BA,0,0
Aquiraz,2301000,2020-03-20,80271,False,False,1,1.24578,2020-03-20,,0,city,CE,0,0
Fortaleza,2304400,2020-03-20,2669342,False,False,63,2.36013,2020-03-20,,0,city,CE,46,0
Fortim,2304459,2020-03-20,16480,False,False,1,6.06796,2020-03-20,,0,city,CE,1,0
Importados/Indefinidos,,2020-03-20,,False,False,1,,2020-03-20,,0,city,CE,0,0
Juazeiro do Norte,2307304,2020-03-20,274207,False,False,1,0.36469,2020-03-20,,0,city,CE,1,0
Sobral,2312908,2020-03-20,208935,False,False,1,0.47862,2020-03-20,,0,city,CE,0,0
Brasília,5300108,2020-03-20,3015268,False,False,87,2.88532,2020-03-20,,0,city,DF,45,0
Cachoeiro de Itapemirim,3201209,2020-03-20,208972,False,False,1,0.47853,2020-03-20,,,city,ES,1,0
Cariacica,3201308,2020-03-20,381285,False,False,1,0.26227,2020-03-20,,,city,ES,1,0
Linhares,3203205,2020-03-20,173555,False,False,1,0.57619,2020-03-20,,,city,ES,0,0
Vila Velha,3205200,2020-03-20,493838,False,False,7,1.41747,2020-03-20,,,city,ES,0,0
Vitória,3205309,2020-03-20,362097,False,False,6,1.65701,2020-03-20,,,city,ES,1,0
Anápolis,5201108,2020-03-20,386923,False,False,2,0.5169,2020-03-20,,0,city,GO,0,0
Aparecida de Goiânia,5201405,2020-03-20,578179,False,False,2,0.34591,2020-03-20,,0,city,GO,1,0
Goiânia,5208707,2020-03-20,1516113,False,False,9,0.59362,2020-03-20,,0,city,GO,2,0
Importados/Indefinidos,,2020-03-20,,False,False,1,,2020-03-20,,0,city,GO,0,0
Jataí,5211909,2020-03-20,100882,False,False,1,0.99126,2020-03-20,,0,city,GO,0,0
Rio Verde,5218805,2020-03-20,235647,False,False,3,1.27309,2020-03-20,,0,city,GO,0,0
São Luís,2111300,2020-03-20,1101884,False,False,1,0.09075,2020-03-20,,0,city,MA,1,0
Belo Horizonte,3106200,2020-03-20,2512070,False,False,20,0.79616,2020-03-20,,0,city,MG,2,0
Coronel Fabriciano,3119401,2020-03-20,109855,False,False,1,0.91029,2020-03-20,,0,city,MG,0,0
Divinópolis,3122306,2020-03-20,238230,False,False,1,0.41976,2020-03-20,,0,city,MG,0,0
Ipatinga,3131307,2020-03-20,263410,False,False,1,0.37964,2020-03-20,,0,city,MG,0,0
Juiz de Fora,3136702,2020-03-20,568873,False,False,5,0.87893,2020-03-20,,0,city,MG,3,0
Mariana,3140001,2020-03-20,60724,False,False,1,1.6468,2020-03-20,,0,city,MG,1,0
Nova Lima,3144805,2020-03-20,94889,False,False,4,4.21545,2020-03-20,,0,city,MG,2,0
Patrocínio,3148103,2020-03-20,90757,False,False,1,1.10184,2020-03-20,,0,city,MG,0,0
Poços de Caldas,3151800,2020-03-20,167397,False,False,1,0.59738,2020-03-20,,0,city,MG,1,0
Sete Lagoas,3167202,2020-03-20,239639,False,False,1,0.41729,2020-03-20,,0,city,MG,0,0
Uberaba,3170107,2020-03-20,333783,False,False,1,0.2996,2020-03-20,,0,city,MG,1,0
Uberlândia,3170206,2020-03-20,691305,False,False,1,0.14465,2020-03-20,,0,city,MG,-1,0
Campo Grande,5002704,2020-03-20,895982,False,False,11,1.2277,2020-03-20,,0,city,MS,3,0
Sidrolândia,5007901,2020-03-20,57665,False,False,1,1.73415,2020-03-20,,0,city,MS,0,0
Cuiabá,5103403,2020-03-20,612547,False,False,1,0.16325,2020-03-20,,0,city,MT,1,0
Belém,1501402,2020-03-20,1492745,False,False,2,0.13398,2020-03-20,,0,city,PA,1,0
João Pessoa,2507507,2020-03-20,809015,False,False,1,0.12361,2020-03-20,,0,city,PB,0,0
Belo Jardim,2601706,2020-03-20,76439,True,False,1,1.30823,2020-03-18,,,city,PE,0,0
Importados/Indefinidos,,2020-03-20,,True,False,3,,2020-03-18,,,city,PE,0,0
Jaboatão dos Guararapes,2607901,2020-03-20,702298,True,False,1,0.14239,2020-03-18,,,city,PE,0,0
Recife,2611606,2020-03-20,1645727,True,False,14,0.85069,2020-03-18,,,city,PE,0,0
Teresina,2211001,2020-03-20,864845,False,False,4,0.46251,2020-03-20,,,city,PI,1,0
Campo Largo,4104204,2020-03-20,132002,False,False,1,0.75756,2020-03-20,,0,city,PR,0,0
Cianorte,4105508,2020-03-20,82620,False,False,2,2.42072,2020-03-20,,0,city,PR,0,0
Curitiba,4106902,2020-03-20,1933105,False,False,27,1.39672,2020-03-20,,0,city,PR,10,0
Foz do Iguaçu,4108304,2020-03-20,258532,False,False,1,0.3868,2020-03-20,,0,city,PR,0,0
Guaíra,4108809,2020-03-20,33119,False,False,1,3.01941,2020-03-20,,0,city,PR,1,0
Londrina,4113700,2020-03-20,569733,False,False,3,0.52656,2020-03-20,,0,city,PR,2,0
Maringá,4115200,2020-03-20,423666,False,False,1,0.23603,2020-03-20,,0,city,PR,0,0
Pinhais,4119152,2020-03-20,132157,True,False,1,0.75668,2020-03-17,,0,city,PR,0,0
Barra Mansa,3300407,2020-03-20,184412,True,False,1,0.54226,2020-03-19,,0,city,RJ,0,0
Guapimirim,3301850,2020-03-20,60517,True,False,1,1.65243,2020-03-19,,0,city,RJ,0,0
Miguel Pereira,3302908,2020-03-20,25538,True,False,1,3.91573,2020-03-19,1.0,1,city,RJ,0,0
Niterói,3303302,2020-03-20,513584,True,False,7,1.36297,2020-03-19,0.1429,1,city,RJ,0,0
Rio de Janeiro,3304557,2020-03-20,6718903,True,False,56,0.83347,2020-03-19,,0,city,RJ,0,0
Natal,2408102,2020-03-20,884122,False,False,5,0.56553,2020-03-20,,0,city,RN,4,0
Parnamirim,2403251,2020-03-20,261469,False,False,1,0.38245,2020-03-20,,0,city,RN,1,0
Ji-Paraná,1100122,2020-03-20,128969,False,False,1,0.77538,2020-03-20,,0,city,RO,1,0
Alvorada,4300604,2020-03-20,210305,False,False,1,0.4755,2020-03-20,,0,city,RS,0,0
Bagé,4301602,2020-03-20,121143,False,False,2,1.65094,2020-03-20,,0,city,RS,0,0
Campo Bom,4303905,2020-03-20,66712,False,False,2,2.99796,2020-03-20,,0,city,RS,0,0
Caxias do Sul,4305108,2020-03-20,510906,False,False,2,0.39146,2020-03-20,,0,city,RS,0,0
Erechim,4307005,2020-03-20,105862,False,False,3,2.83388,2020-03-20,,0,city,RS,2,0
Farroupilha,4307906,2020-03-20,72331,False,False,1,1.38253,2020-03-20,,0,city,RS,0,0
Ivoti,4310801,2020-03-20,24293,False,False,2,8.23282,2020-03-20,,0,city,RS,2,0
Porto Alegre,4314902,2020-03-20,1483771,False,False,25,1.6849,2020-03-20,,0,city,RS,5,0
Sant'Ana do Livramento,4317103,2020-03-20,77027,False,False,2,2.59649,2020-03-20,,0,city,RS,2,0
Sapiranga,4319901,2020-03-20,81734,False,False,2,2.44696,2020-03-20,,0,city,RS,1,0
Taquara,4321204,2020-03-20,57466,False,False,1,1.74016,2020-03-20,,0,city,RS,0,0
Balneário Camboriú,4202008,2020-03-20,142295,False,False,4,2.81106,2020-03-20,,0,city,SC,0,0
Braço do Norte,4202800,2020-03-20,33450,False,False,4,11.95815,2020-03-20,,0,city,SC,0,0
Chapecó,4204202,2020-03-20,220367,False,False,1,0.45379,2020-03-20,,0,city,SC,1,0
Criciúma,4204608,2020-03-20,215186,False,False,3,1.39414,2020-03-20,,0,city,SC,3,0
Florianópolis,4205407,2020-03-20,500973,False,False,10,1.99612,2020-03-20,,0,city,SC,4,0
Imbituba,4207304,2020-03-20,44853,False,False,2,4.45901,2020-03-20,,0,city,SC,2,0
Jaraguá do Sul,4208906,2020-03-20,177697,False,False,1,0.56276,2020-03-20,,0,city,SC,1,0
Joinville,4209102,2020-03-20,590466,False,False,3,0.50807,2020-03-20,,0,city,SC,1,0
Navegantes,4211306,2020-03-20,81475,False,False,1,1.22737,2020-03-20,,0,city,SC,1,0
Pomerode,4213203,2020-03-20,33447,False,False,1,2.9898,2020-03-20,,0,city,SC,1,0
Rancho Queimado,4214300,2020-03-20,2878,False,False,2,69.4927,2020-03-20,,0,city,SC,0,0
São José,4216602,2020-03-20,246586,False,False,1,0.40554,2020-03-20,,0,city,SC,0,0
Tubarão,4218707,2020-03-20,105686,False,False,6,5.67719,2020-03-20,,0,city,SC,4,0
Aracaju,2800308,2020-03-20,657013,False,False,5,0.76102,2020-03-20,,,city,SE,0,0
Propriá,2805703,2020-03-20,29626,False,False,2,6.75083,2020-03-20,,0,city,SE,1,0
Barueri,3505708,2020-03-20,274182,False,False,1,0.36472,2020-03-20,,,city,SP,0,0
Campinas,3509502,2020-03-20,1204073,False,False,1,0.08305,2020-03-20,,,city,SP,0,0
Carapicuíba,3510609,2020-03-20,400927,False,False,2,0.49884,2020-03-20,,,city,SP,0,0
Cotia,3513009,2020-03-20,249210,False,False,2,0.80254,2020-03-20,,,city,SP,0,0
Ferraz de Vasconcelos,3515707,2020-03-20,194276,False,False,1,0.51473,2020-03-20,,,city,SP,0,0
Guarulhos,3518800,2020-03-20,1379182,False,False,1,0.07251,2020-03-20,,,city,SP,0,0
